Benchmarks/SC13_submissions/nossum--sha1/22-128/010.cnf 786.089 0.477566
Benchmarks/SC13_submissions/kummling_grosmann--pesp/ctl_4291_567_9_unsat_pre.cnf 1223.89 0.747538
Benchmarks/SC13_submissions/biere_heule_jarvisalo_manthey--hwmcc12miters/opt/6s9.cnf 4990.67 0.796971
Benchmarks/SC13_submissions/kummling_grosmann--pesp/ctl_4291_567_7_unsat_pre.cnf 1016.09 0.749157
Benchmarks/SC13_submissions/biere_heule_jarvisalo_manthey--hwmcc12miters/opt/6s133.cnf 4988.36 0.806712
Benchmarks/SC13_submissions/nossum--sha1/22-144/008.cnf 3398.87 0.494105
Benchmarks/SC13_submissions/soos--grainofsalt/hitag2-exptime1200/hitag2-10-60-0-0xfee9637399d85a2-78.cnf 3352.94 0.632869
Benchmarks/SC13_submissions/soos--grainofsalt/hitag2-exptime1200/hitag2-10-60-0-0xb7b72dfef34c17b-39.cnf 3273.76 0.631413
Benchmarks/SC13_submissions/kummling_grosmann--pesp/ctl_4291_567_11_unsat_pre.cnf 4993.36 0.778018
Benchmarks/SC13_submissions/soos--grainofsalt/hitag2-exptime1200/hitag2-10-60-0-0x8edc44db7837bbf-65.cnf 2928.34 0.6352
Benchmarks/SC13_submissions/nossum--sha1/22-160/009.cnf 611.718 0.479412
Benchmarks/SC13_submissions/nossum--sha1/23-96/007.cnf 4981.66 0.483346
Benchmarks/SC13_submissions/soos--grainofsalt/hitag2-exptime9600/hitag2-7-60-0-0xe8fa35372ed37e2-80.cnf 4696.33 0.635413
Benchmarks/SC13_submissions/nossum--sha1/23-64/003.cnf 4979.08 0.479855
Benchmarks/SC13_submissions/kummling_grosmann--pesp/ctl_4291_567_1_unsat.cnf 2598.49 0.780526
Benchmarks/SC13_submissions/soos--grainofsalt/bivium-exptime6400/bivium-40-200-0s0-0xd447c33176b6b675fd5f8dc3a5deda46569dc34eedf37da020-6.cnf 1478.37 0.439087
Benchmarks/SC13_submissions/nossum--sha1/22-160/007.cnf 4981.08 0.479157
Benchmarks/SC13_submissions/mayer-eichberger--carseq/pb_300_06_lb_02.cnf 4989.72 0.684872
Benchmarks/SC13_submissions/kummling_grosmann--pesp/ctl_4291_567_12_unsat.cnf 893.172 0.792597
Benchmarks/SC13_submissions/soos--grainofsalt/bivium-exptime12800/bivium-39-200-0s0-0x163b785faa4bfb1b3b894a9206768a6c3d5d6f038b3797c4c2-99.cnf 3775.07 0.437507
Benchmarks/SC13_submissions/nossum--sha1/22-144/003.cnf 4979.95 0.494168
Benchmarks/SC13_submissions/soos--grainofsalt/hitag2-exptime1200/hitag2-10-60-0-0xdf7fa6426edec07-17.cnf 3314.31 0.628742
Benchmarks/SC13_submissions/soos--grainofsalt/hitag2-exptime1200/hitag2-10-60-0-0xe14721bd199894a-99.cnf 2992.96 0.632492
Benchmarks/SC13_submissions/kummling_grosmann--pesp/ctl_4291_567_11_unsat.cnf 4992.9 0.779864
Benchmarks/SC13_submissions/soos--grainofsalt/hitag2-exptime9600/hitag2-7-60-0-0x39ff85d4ef127de-52.cnf 4042.91 0.632806
Benchmarks/SC13_submissions/nossum--sha1/80-8/006.cnf 4987.04 0.570204
Benchmarks/SC13_submissions/biere_heule_jarvisalo_manthey--hwmcc12miters/opt/6s20.cnf 4991.21 0.751331
Benchmarks/SC13_submissions/heule_weaver--arc4/arcfour_initialPermutation_5_32.cnf 4994.73 0.734919
Benchmarks/SC13_submissions/kummling_grosmann--pesp/ctl_3791_556_unsat.cnf 4992.56 0.819038
Benchmarks/SC13_submissions/nossum--sha1/22-160/003.cnf 1485.43 0.479241
Benchmarks/SC13_submissions/soos--grainofsalt/hitag2-exptime4800/hitag2-8-60-0-0xa3b8497b8aad6d7-42.cnf 4552.75 0.63136
Benchmarks/SC13_submissions/nossum--sha1/22-128/007.cnf 1092.8 0.478908
Benchmarks/SC13_submissions/soos--grainofsalt/hitag2-exptime1200/hitag2-10-60-0-0xa04d664a73eac4d-66.cnf 4997.66 0.654595
Benchmarks/SC13_submissions/kummling_grosmann--pesp/b04_s_unknown_pre.cnf 3918.21 0.820323
Benchmarks/SC13_submissions/nossum--sha1/22-128/003.cnf 4981.6 0.503427
Benchmarks/SC13_submissions/biere_heule_jarvisalo_manthey--hwmcc12miters/opt/bob12s02.cnf 4988.57 0.796364
Benchmarks/SC13_submissions/nossum--sha1/80-8/005.cnf 4989.21 0.570334
Benchmarks/SC13_submissions/nossum--sha1/23-64/004.cnf 200.753 0.509279
Benchmarks/SC13_submissions/heule_weaver--arc4/arcfour_initialPermutation_6_56.cnf 4994.67 0.744373
Benchmarks/SC13_submissions/soos--grainofsalt/hitag2-exptime9600/hitag2-7-60-0-0xe97b5f1bee04d70-47.cnf 3970.9 0.632034
Benchmarks/SC13_submissions/kummling_grosmann--pesp/ctl_4291_567_6_unsat.cnf 4994.09 0.78289
Benchmarks/SC13_submissions/kummling_grosmann--pesp/ctl_4291_567_12_unsat_pre.cnf 946.091 0.507275
Benchmarks/SC13_submissions/kummling_grosmann--pesp/ctl_4201_555_unsat.cnf 1861.36 0.76884
Benchmarks/SC13_submissions/heule_weaver--arc4/arcfour_initialPermutation_6_16.cnf 2233.08 0.744341
Benchmarks/SC13_submissions/kummling_grosmann--pesp/ctl_4291_567_1_unsat_pre.cnf 2324.87 0.777494
Benchmarks/SC13_submissions/biere_heule_jarvisalo_manthey--hwmcc12miters/opt/6s19.cnf 4990.5 0.799422
Benchmarks/SC13_submissions/soos--grainofsalt/bivium-exptime12800/bivium-39-200-0s0-0x53e7622aad02b083b53dcd6a4a76f54a150ceb996ea1dfa300-63.cnf 1368.53 0.469841
Benchmarks/SC13_submissions/biere_heule_jarvisalo_manthey--hwmcc12miters/opt/beempgsol5b1.cnf 4990.72 0.784063
Benchmarks/SC13_submissions/soos--grainofsalt/hitag2-exptime1200/hitag2-10-60-0-0x2201a94920a2d2e-8.cnf 4096.7 0.635267
Benchmarks/SC13_submissions/soos--grainofsalt/bivium-exptime6400/bivium-40-200-0s0-0x92fc13b11169afbb2ef11a684d9fe9a19e743cd6aa5ce23fb5-19.cnf 738.714 0.402346
Benchmarks/SC13_submissions/kummling_grosmann--pesp/ctl_4291_567_6_unsat_pre.cnf 4992.56 0.774791
Benchmarks/SC13_submissions/heule_weaver--arc4/arcfour_initialPermutation_6_15.cnf 1043.68 0.744549
Benchmarks/SC13_submissions/heule_weaver--arc4/arcfour_initialPermutation_6_64.cnf 4995.12 0.744765
Benchmarks/SC13_submissions/biere_heule_jarvisalo_manthey--hwmcc12miters/opt/6s165.cnf 4996.35 0.7844
Benchmarks/satcomp09-main-track-unselected/application/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_15_SAT.cnf 1.39609 0.162432
Benchmarks/SC13_submissions/kummling_grosmann--pesp/ctl_4291_567_10_unsat_pre.cnf 1300.55 0.77465
Benchmarks/SC13_submissions/nossum--sha1/22-160/008.cnf 4981.62 0.479058
Benchmarks/SC13_submissions/kummling_grosmann--pesp/b_unsat_pre.cnf 1010.41 0.787592
Benchmarks/SC13_submissions/kummling_grosmann--pesp/ctl_4291_567_9_unsat.cnf 1068.23 0.761984
Benchmarks/SC13_submissions/soos--grainofsalt/bivium-exptime12800/bivium-39-200-0s0-0x1b770901581bbb2863c83835583d7ce4e1fafd907076320542-34.cnf 2075.86 0.459328
Benchmarks/SC13_submissions/kummling_grosmann--pesp/ctl_3082_415_unsat_pre.cnf 2164.26 0.729768
Benchmarks/SC13_submissions/nossum--sha1/22-128/005.cnf 855.489 0.5187
Benchmarks/SC13_submissions/biere_heule_jarvisalo_manthey--hwmcc12miters/opt/beempgsol2b1.cnf 4990.11 0.790979
Benchmarks/SC13_submissions/nossum--sha1/22-128/001.cnf 216.674 0.49872
